hostname,planet_count,min_period,max_period,min_distance,max_distance,discovery_year,system_distance,ra,dec
Kepler-818,1,10.035385814,10.035385814,0.0886,0.0886,2016,925.037,296.2351072,39.3702865
Kepler-819,1,33.1995648,33.1995648,0.1894,0.1894,2016,664.306,295.3708312,39.1772925
Kepler-820,1,127.8338098,127.8338098,0.56004,0.56004,2016,1387.2,291.0201523,39.2206091
Kepler-821,1,1.92279873,1.92279873,0.029,0.029,2016,614.571,285.6173937,39.3794684
Kepler-822,1,3.222969273,3.222969273,0.04078,0.04078,2016,860.391,292.2760929,39.5501136
Kepler-823,1,4.16809082,4.16809082,0.0507,0.0507,2016,1389.27,284.5825682,39.2201737
Kepler-824,1,4.51436633,4.51436633,0.055,0.055,2016,1201.4,290.477406,39.7319975
Kepler-826,1,4.48758907,4.48758907,0.05202,0.05202,2016,779.596,284.8601128,39.2405076
Kepler-827,1,51.92927591,51.92927591,0.2742,0.2742,2016,2046.68,294.9660027,42.7085608
Kepler-828,1,0.567857136,0.567857136,0.01228,0.01228,2016,575.322,286.8872555,42.4712271
Kepler-829,1,6.88337562,6.88337562,0.0678,0.0678,2016,1073.76,282.3328312,42.4638125
Kepler-830,1,11.29695137,11.29695137,0.1033,0.1033,2016,1122.0,295.054238,42.7568316
Kepler-831,1,5.62153941,5.62153941,0.05984,0.05984,2016,593.54,294.9855607,42.7277355
Kepler-832,1,7.1396941,7.1396941,0.075,0.075,2016,1688.12,295.9261101,45.383869
Kepler-833,1,18.7546998,18.7546998,0.1139,0.1139,2016,467.37,290.4799052,45.6005798
Kepler-834,1,13.32388301,13.32388301,0.0862,0.0862,2016,633.937,287.0544674,45.1803351
Kepler-835,1,11.41909375,11.41909375,0.107,0.107,2016,2406.33,283.5742181,45.7348003
Kepler-836,1,11.36112327,11.36112327,0.1013,0.1013,2016,980.035,287.4527659,45.7043964
Kepler-837,1,16.56059504,16.56059504,0.1144,0.1144,2016,901.907,285.2467607,45.95011
Kepler-838,1,15.74957994,15.74957994,0.1266,0.1266,2016,1104.04,285.4354695,45.975959
Kepler-839,1,37.8144514,37.8144514,0.2316,0.2316,2016,944.561,291.074684,45.242544
Kepler-841,1,124.4198398,124.4198398,0.479,0.479,2016,998.961,284.2513637,48.8095962
Kepler-842,1,1.21956827,1.21956827,0.0204,0.0204,2016,532.726,292.3285976,49.6535171
Kepler-843,1,2.053879821,2.053879821,0.0313,0.0313,2016,1165.66,296.3219786,48.9714373
Kepler-844,1,2.613020856,2.613020856,0.0298,0.0298,2016,431.776,287.8578541,48.7739646
Kepler-845,1,0.927859821,0.927859821,0.01668,0.01668,2016,431.051,290.9576363,49.2037262
Kepler-846,1,19.80792185,19.80792185,0.1399,0.1399,2016,1127.12,287.0570731,49.0460112
Kepler-847,1,2.343231895,2.343231895,0.0315,0.0315,2016,513.103,283.5048144,49.4509371
Kepler-848,1,6.91134416,6.91134416,0.07586,0.07586,2016,1378.47,293.2882949,48.8116114
Kepler-849,1,394.62508,394.62508,1.137,1.137,2016,822.134,290.8517961,48.5213243
Kepler-850,1,7.19303878,7.19303878,0.0744,0.0744,2016,1661.28,293.0844515,48.5753645
Kepler-851,1,8.50699658,8.50699658,0.0802,0.0802,2016,839.255,294.6802199,49.1401106
Kepler-852,1,44.9309804,44.9309804,0.27967,0.27967,2016,1619.03,297.3915863,48.5606875
Kepler-853,1,7.16892463,7.16892463,0.079,0.079,2016,568.676,283.936781,49.1102748
Kepler-855,1,7.886631104,7.886631104,0.0762,0.0762,2016,1506.58,295.0949565,43.537565
Kepler-856,1,8.027680595,8.027680595,0.0787,0.0787,2016,1351.17,289.6038379,46.3149097
Kepler-857,1,85.35129427,85.35129427,0.3751,0.3751,2016,983.502,294.6323978,43.4004526
Kepler-858,1,76.13602028,76.13602028,0.33939,0.33939,2016,298.532,288.8488552,51.2090375
Kepler-859,1,20.38177573,20.38177573,0.13157,0.13157,2016,839.903,286.7418337,43.1901197
Kepler-860,1,5.101379454,5.101379454,0.058,0.058,2016,1056.36,295.5772681,46.2547028
Kepler-861,1,3.949631375,3.949631375,0.0463,0.0463,2016,850.327,292.3539624,46.2262465
Kepler-862,1,3.148664534,3.148664534,0.039,0.039,2016,1039.03,297.7792466,46.4926688
Kepler-863,1,15.59461874,15.59461874,0.122,0.122,2016,1499.66,297.6644677,43.2489903
Kepler-866,1,2.617032536,2.617032536,0.0331,0.0331,2016,646.667,290.1222112,43.085407
Kepler-867,1,150.242127,150.242127,0.5375,0.5375,2016,1195.54,287.2852554,51.2499499
Kepler-868,1,5.03251791,5.03251791,0.0575,0.0575,2016,1593.13,282.3635315,46.6752384
Kepler-869,1,40.4287755,40.4287755,0.2244,0.2244,2016,939.455,289.4245955,50.9941198
Kepler-870,1,21.3587621,21.3587621,0.1539,0.1539,2016,1259.46,295.4025625,50.4785992
Kepler-871,1,22.0459018,22.0459018,0.1572,0.1572,2016,1976.05,294.5270634,43.3681317
Kepler-872,1,2.578855068,2.578855068,0.0362,0.0362,2016,879.683,295.4174725,43.6056117
Kepler-873,1,20.5533844,20.5533844,0.1542,0.1542,2016,1182.22,296.4031319,51.2712773
Kepler-874,1,40.0686727,40.0686727,0.2234,0.2234,2016,1082.16,294.9568477,43.0142991
Kepler-875,1,27.5073799,27.5073799,0.1771,0.1771,2016,1242.62,297.3012497,43.1418313
Kepler-876,1,5.14438011,5.14438011,0.0549,0.0549,2016,820.913,283.4781717,43.3837235
Kepler-877,1,18.45847097,18.45847097,0.1301,0.1301,2016,602.176,289.8591023,46.5227429
Kepler-878,1,25.9422033,25.9422033,0.165,0.165,2016,791.625,285.2962562,46.6034497
Kepler-879,1,33.3855938,33.3855938,0.2012,0.2012,2016,802.672,295.8065515,50.9097521
Kepler-881,1,4.44448017,4.44448017,0.0552,0.0552,2016,1375.18,288.9925529,46.6706513
Kepler-882,1,3.989539666,3.989539666,0.04741,0.04741,2016,504.605,294.6500256,43.3356106
Kepler-883,1,12.98495573,12.98495573,0.10288,0.10288,2016,627.455,286.433726,50.3002266
Kepler-884,1,5.69919514,5.69919514,0.06116,0.06116,2016,476.733,292.5844328,49.9232012
Kepler-885,1,18.11472949,18.11472949,0.14403,0.14403,2016,651.318,288.6615682,49.7371538
Kepler-886,1,6.24146367,6.24146367,0.06428,0.06428,2016,711.297,286.2717162,43.5952037
Kepler-888,1,70.6979061,70.6979061,0.31481,0.31481,2016,420.817,295.5212866,49.7386804
Kepler-889,1,3.744439,3.744439,0.04975,0.04975,2016,598.313,291.467454,50.7595597
Kepler-890,1,52.75875577,52.75875577,0.2944,0.2944,2016,1712.12,288.435718,43.7634712
Kepler-891,1,53.44945593,53.44945593,0.2881,0.2881,2016,2340.58,291.0837644,40.3552252
Kepler-892,1,13.7521072,13.7521072,0.1015,0.1015,2016,570.727,283.1296399,43.8880983
Kepler-893,1,6.33855761,6.33855761,0.0699,0.0699,2016,1285.59,284.9630591,43.9130282
Kepler-894,1,9.803224,9.803224,0.0916,0.0916,2016,1162.91,288.7340513,46.939363
Kepler-895,1,2.806242328,2.806242328,0.0328,0.0328,2016,540.134,289.2906978,51.4089936
Kepler-897,1,8.0472642,8.0472642,0.077,0.077,2016,1519.25,290.5867992,51.6957731
Kepler-898,1,5.8706191,5.8706191,0.0545,0.0545,2016,484.891,286.5854116,46.8708877
Kepler-899,1,19.17891293,19.17891293,0.1392,0.1392,2016,1246.43,297.4825612,40.6807412
Kepler-900,1,6.9913086,6.9913086,0.0679,0.0679,2016,487.525,296.177272,46.9989635
Kepler-901,1,3.517494394,3.517494394,0.0378,0.0378,2016,253.867,291.1528056,40.8876814
Kepler-902,1,40.1099547,40.1099547,0.223,0.223,2016,1165.34,289.7317067,46.953875
Kepler-904,1,3.021668632,3.021668632,0.0417,0.0417,2016,978.125,288.8229001,40.38901
Kepler-905,1,5.082746517,5.082746517,0.05689,0.05689,2016,529.268,290.0511468,46.7134077
Kepler-906,1,41.6979976,41.6979976,0.22363,0.22363,2016,757.791,291.4055614,40.1254254
Kepler-907,1,15.86621821,15.86621821,0.1225,0.1225,2016,352.0,285.4764959,41.6326615
Kepler-908,1,1.340597468,1.340597468,0.02526,0.02526,2016,290.843,295.3225434,39.3764624
Kepler-909,1,13.93290318,13.93290318,0.11873,0.11873,2016,309.596,289.5063796,45.3709728
Kepler-91,1,6.24658,6.24658,0.0731,0.0731,2013,1294.69,285.6729033,44.1167513
Kepler-910,1,2.364369015,2.364369015,0.03752,0.03752,2016,400.289,296.0472937,42.7429414
Kepler-911,1,20.310501,20.310501,0.15594,0.15594,2016,556.168,298.5891948,40.7506921
Kepler-912,1,2.534756273,2.534756273,0.0339,0.0339,2016,2004.72,298.1111779,41.758324
Kepler-914,1,4.40966548,4.40966548,0.05454,0.05454,2016,753.723,290.4120774,44.8993227
Kepler-915,1,4.59489604,4.59489604,0.05655,0.05655,2016,849.036,290.5921293,45.7372184
Kepler-916,1,32.2968798,32.2968798,0.1885,0.1885,2016,830.712,290.9833818,45.9733334
Kepler-917,1,2.970414375,2.970414375,0.0378,0.0378,2016,3460.51,299.0512562,47.9492677
Kepler-918,1,4.85386933,4.85386933,0.0569,0.0569,2016,1025.03,298.2007268,48.2677925
Kepler-919,1,11.04603384,11.04603384,0.0981,0.0981,2016,1119.87,298.1147862,48.4943834
Kepler-921,1,51.300634,51.300634,0.2716,0.2716,2016,934.49,284.6162253,49.1907438
Kepler-922,1,0.938466832,0.938466832,0.01795,0.01795,2016,536.323,284.7316084,49.533149
Kepler-923,1,6.93366476,6.93366476,0.07592,0.07592,2016,1000.28,294.1710831,40.0551372
Kepler-924,1,61.0370117,61.0370117,0.31318,0.31318,2016,1053.04,290.6685136,40.3977086
Kepler-925,1,33.8678531,33.8678531,0.1805,0.1805,2016,611.115,290.1065581,40.4906242
Kepler-926,1,52.0688601,52.0688601,0.2739,0.2739,2016,921.361,289.6793396,40.7004265
Kepler-927,1,9.1149903,9.1149903,0.0866,0.0866,2016,831.685,289.3834807,41.3926651
Kepler-928,1,3.932461302,3.932461302,0.0444,0.0444,2016,508.809,289.920676,41.5427758
Kepler-929,1,0.921032135,0.921032135,0.01982,0.01982,2016,1311.23,298.4811022,41.6152603
Kepler-93,1,4.72673978,4.72673978,0.05343,0.05343,2014,95.9115,291.4181275,38.6723124
Kepler-930,1,71.4517775,71.4517775,0.34593,0.34593,2016,848.396,298.3144494,42.2473698
Kepler-931,1,8.03755877,8.03755877,0.0719,0.0719,2016,490.0,297.1326937,42.7682885
Kepler-932,1,1.921437396,1.921437396,0.02876,0.02876,2016,465.612,296.9520797,43.2720233
Kepler-933,1,14.20443009,14.20443009,0.1041,0.1041,2016,1017.2,289.5685257,43.5385438
Kepler-934,1,55.6738309,55.6738309,0.2658,0.2658,2016,608.738,290.2884494,43.7552623
Kepler-935,1,4.88083852,4.88083852,0.0527,0.0527,2016,471.782,295.0217193,46.6192011
Kepler-936,1,10.56134221,10.56134221,0.0954,0.0954,2016,823.399,293.5777958,46.7362953
Kepler-938,1,52.6298417,52.6298417,0.2689,0.2689,2016,1182.05,294.7890593,46.9839352
Kepler-939,1,14.878296,14.878296,0.1153,0.1153,2016,2093.62,293.8656181,47.0268148
Kepler-940,1,59.6225257,59.6225257,0.3059,0.3059,2016,1260.78,294.2413053,47.2759642
Kepler-941,1,17.42395198,17.42395198,0.1311,0.1311,2016,1088.36,294.3262617,47.2175461
Kepler-942,1,44.96417488,44.96417488,0.22737,0.22737,2016,216.354,294.9550809,44.1499518
Kepler-943,1,49.7701438,49.7701438,0.2559,0.2559,2016,2300.53,284.2739322,41.5349809
Kepler-944,1,43.3167737,43.3167737,0.2288,0.2288,2016,1349.43,293.6012911,42.379791
Kepler-945,1,31.0033814,31.0033814,0.2037,0.2037,2016,1651.25,291.2697354,42.0960305
Kepler-946,1,11.79162572,11.79162572,0.1002,0.1002,2016,1137.29,300.9295551,44.028671
Kepler-947,1,26.9644317,26.9644317,0.1773,0.1773,2016,1730.78,294.3667312,42.2526408
Kepler-948,1,7.76846622,7.76846622,0.0749,0.0749,2016,868.017,293.3002774,41.5233244
Kepler-95,1,11.5231,11.5231,0.10232,0.10232,2014,445.656,284.4824281,44.397891
Kepler-950,1,98.7180406,98.7180406,0.3982,0.3982,2016,2161.6,287.9565768,41.1302834
Kepler-951,1,71.52530845,71.52530845,0.3091,0.3091,2016,382.509,287.7375794,38.1146488
Kepler-952,1,130.3546919,130.3546919,0.5183,0.5183,2016,1304.25,285.3718781,41.9938697
Kepler-954,1,16.78176602,16.78176602,0.1202,0.1202,2016,215.814,295.8594318,47.9396001
Kepler-955,1,14.53244172,14.53244172,0.1083,0.1083,2016,550.383,288.4714969,40.2698157
Kepler-956,1,5.248672631,5.248672631,0.06017,0.06017,2016,544.939,292.5308289,49.0616555
Kepler-957,1,5.907413537,5.907413537,0.0559,0.0559,2016,824.688,290.1563633,48.818971
Kepler-958,1,9.7678805,9.7678805,0.08631,0.08631,2016,449.773,287.2566578,46.0667247
Kepler-959,1,14.80074836,14.80074836,0.1633,0.1633,2016,807.729,292.171185,40.8113849
Kepler-96,1,16.2385,16.2385,0.1261,0.1261,2014,122.881,297.0698263,40.5252039
Kepler-960,1,3.12686223,3.12686223,0.03807,0.03807,2016,284.916,281.4572217,46.7465538
Kepler-961,1,16.87727414,16.87727414,0.12585,0.12585,2016,574.314,282.0354942,43.6312491
Kepler-962,1,12.05707239,12.05707239,0.09874,0.09874,2016,411.486,295.3131906,46.2375024
Kepler-963,1,9.97683705,9.97683705,0.0849,0.0849,2016,771.494,296.7529742,45.0411049
Kepler-964,1,13.5225106,13.5225106,0.1073,0.1073,2016,454.626,295.300065,40.5565792
Kepler-965,1,134.2527298,134.2527298,0.50998,0.50998,2016,582.828,298.5153169,41.8912305
Kepler-966,1,99.747622,99.747622,0.3907,0.3907,2016,1027.8,297.270576,50.1218365
Kepler-97,1,2.58664,2.58664,0.03563,0.03563,2014,400.907,287.3265292,48.6733443
Kepler-970,1,16.736525,16.736525,0.139,0.139,2016,331.545,289.6252192,40.7087351
Kepler-971,1,9.59070716,9.59070716,0.08679,0.08679,2016,338.522,284.0945699,41.1828131
Kepler-972,1,7.03932553,7.03932553,0.0734,0.0734,2016,1198.03,295.828679,43.4254371
Kepler-973,1,49.6077331,49.6077331,0.2489,0.2489,2016,328.52,290.1653203,49.9238126
Kepler-976,1,105.9564148,105.9564148,0.4217,0.4217,2016,1012.41,289.8696232,46.7296855
Kepler-977,1,26.85328322,26.85328322,0.162,0.162,2016,568.751,291.5161959,42.2480736
Kepler-978,1,49.6221509,49.6221509,0.2726,0.2726,2016,682.522,286.7107166,43.0433585
Kepler-979,1,8.0880135,8.0880135,0.0753,0.0753,2016,576.503,300.3712023,46.4081872
Kepler-98,1,1.54168,1.54168,0.02614,0.02614,2014,350.315,285.6616933,37.9645672
Kepler-980,1,11.55102504,11.55102504,0.09993,0.09993,2016,961.468,294.6129869,45.060174
Kepler-981,1,4.469757736,4.469757736,0.0535,0.0535,2016,878.082,289.2489051,47.6501141
Kepler-982,1,15.7738221,15.7738221,0.1277,0.1277,2016,801.479,288.4176803,46.5904531
Kepler-983,1,60.0855082,60.0855082,0.3148,0.3148,2016,714.437,285.1042243,45.0080745
Kepler-984,1,43.0342272,43.0342272,0.23688,0.23688,2016,460.188,296.9588566,46.3940661
Kepler-985,1,116.331901,116.331901,0.44664,0.44664,2016,679.361,290.144339,44.0498808
Kepler-986,1,56.4349938,56.4349938,0.29131,0.29131,2016,548.364,293.0940391,42.8964457
Kepler-987,1,105.3033148,105.3033148,0.4238,0.4238,2016,914.126,289.4110582,46.1308443
Kepler-988,1,17.76080053,17.76080053,0.1085,0.1085,2016,304.889,290.7082585,42.2372245
Kepler-989,1,7.964315352,7.964315352,0.0734,0.0734,2016,491.978,281.5827983,47.2334674
Kepler-99,1,4.60358,4.60358,0.05071,0.05071,2014,208.369,297.3539994,41.3000452
Kepler-991,1,82.5342519,82.5342519,0.3104,0.3104,2016,389.561,297.0905543,49.6264867
Kepler-992,1,20.16034462,20.16034462,0.13372,0.13372,2016,259.639,284.4304085,47.6416613
Kepler-993,1,22.08557563,22.08557563,0.13,0.13,2016,324.423,292.6141076,44.3946644
Kepler-994,1,1.151166506,1.151166506,0.0177,0.0177,2016,188.158,289.0720752,47.406918
Kepler-995,1,28.26731672,28.26731672,0.1701,0.1701,2016,609.638,284.6157154,39.130998
Kepler-996,1,3.770590584,3.770590584,0.0474,0.0474,2016,1216.58,291.9127633,41.5335891
Kepler-997,1,2.707306716,2.707306716,0.04022,0.04022,2016,467.568,289.2333767,49.9388952
Kepler-998,1,5.65377733,5.65377733,0.0626,0.0626,2016,986.364,296.7541629,49.2087085
Kepler-999,1,5.991857017,5.991857017,0.06918,0.06918,2016,545.063,299.6604865,46.1984679
L 168-9,1,1.40152604,1.40152604,0.0208,0.0208,2020,25.1496,350.0285917,-60.0657292
L 363-38,1,8.781,8.781,0.048,0.048,2023,10.2295,10.8555443,-41.2952926
LHS 1478,1,1.9495378,1.9495378,0.01848,0.01848,2021,18.2276,44.3388743,76.5514045
LHS 1815,1,3.814334,3.814334,0.0404,0.0404,2020,29.8424,91.0899861,-55.3115376
LHS 3154,1,3.71778,3.71778,0.02262,0.02262,2023,15.7606,241.6367309,40.9068221
LHS 3844,1,0.46292913,0.46292913,0.00622,0.00622,2019,14.8846,340.4962038,-69.1721081
LHS 475,1,2.029088,2.029088,0.02037,0.02037,2023,12.4814,290.2379403,-82.5597883
LP 714-47,1,4.052037,4.052037,0.0417,0.0417,2020,52.616,64.1902212,-12.0848643
LSPM J2116+0234,1,14.4399,14.4399,0.0876,0.0876,2019,17.6297,319.1147513,2.5807711
LTT 9779,1,0.792052,0.792052,0.01679,0.01679,2020,80.4373,358.6688767,-37.6282237
Luhman 16 A,1,9697.0,9697.0,3.52,3.52,2017,,162.3282594,-53.3193715
Lupus-TR-3,1,3.91405,3.91405,0.0464,0.0464,2007,773.409,232.5774696,-42.9799461
MASCARA-1,1,2.14877381,2.14877381,0.040352,0.040352,2017,182.273,317.5515264,10.7388967
MASCARA-4,1,2.8240932,2.8240932,0.0474,0.0474,2020,170.696,147.5800667,-66.1139253
MOA-2009-BLG-266L,1,2800.0,2800.0,3.2,3.2,2011,3040.0,267.008125,-35.0054111
MOA-2009-BLG-387L,1,1980.0,1980.0,1.8,1.8,2010,5690.0,268.461625,-33.9903333
MOA-2011-BLG-293L,1,3000.0,3000.0,1.1,1.1,2012,7720.0,268.913958,-28.4768472
MXB 1658-298,1,760.0,760.0,1.613,1.613,2017,,255.5272522,-29.9455833
NGC 2682 Sand 1429,1,77.48,77.48,0.384,0.384,2024,852.793,133.0147781,11.6899626
NGC 2682 Sand 364,1,121.71,121.71,0.53,0.53,2014,817.192,132.4866957,11.6924845
NGTS-1,1,2.647298,2.647298,0.0326,0.0326,2017,218.121,82.7142134,-36.6309812
NGTS-10,1,0.7668944,0.7668944,0.0143,0.0143,2020,324.69865036,91.8722801,-25.5948963
NGTS-11,1,35.45533,35.45533,0.201,0.201,2020,190.422,23.5214497,-14.4191493
NGTS-12,1,7.532806,7.532806,0.0757,0.0757,2020,446.442,176.2499418,-35.640563
NGTS-13,1,4.119027,4.119027,0.0549,0.0549,2021,647.595,176.2402326,-38.1397158
NGTS-14 A,1,3.5357173,3.5357173,0.0403,0.0403,2021,322.148,328.5174799,-38.3774193
NGTS-15,1,3.27623,3.27623,0.0441,0.0441,2021,786.485,73.3553101,-32.8003484
NGTS-16,1,4.84532,4.84532,0.0523,0.0523,2021,898.168,58.2639299,-30.8046405
NGTS-17,1,3.24253,3.24253,0.0391,0.0391,2021,1040.28,72.9005729,-34.2262128
NGTS-18,1,3.05125,3.05125,0.0448,0.0448,2021,1096.19,180.5462193,-35.5486091
NGTS-2,1,4.511164,4.511164,0.063,0.063,2018,356.391,215.1227617,-31.2020698
NGTS-20,1,54.18915,54.18915,0.313,0.313,2022,382.898,46.2926368,-21.9336472
NGTS-21,1,1.5433897,1.5433897,0.0236,0.0236,2022,592.891,311.2583112,-35.4278412
NGTS-23,1,4.0764326,4.0764326,0.0504,0.0504,2022,1074.95,70.4322947,-40.0445299
NGTS-24,1,3.4678796,3.4678796,0.0479,0.0479,2022,683.062,168.5638892,-37.9101328
NGTS-25,1,2.823093,2.823093,0.0388,0.0388,2022,521.233,307.4182976,-39.0323568
NGTS-26,1,4.5199279,4.5199279,0.049,0.049,2024,1093.69,217.6832961,-31.7324526
NGTS-27,1,3.3704181,3.3704181,0.0446,0.0446,2024,942.122,206.0265266,-32.5229747
NGTS-3 A,1,1.6753728,1.6753728,0.023,0.023,2018,743.972,94.4447595,-35.706364
NGTS-30,1,98.29838,98.29838,0.408,0.408,2024,238.377,173.714867,-24.6054801
NGTS-33,1,2.827972,2.827972,0.048,0.048,2024,437.855,107.8333348,-35.8505185
NGTS-4,1,1.3373508,1.3373508,0.019,0.019,2019,280.555,89.5988945,-30.8117992
NGTS-5,1,3.3569866,3.3569866,0.0382,0.0382,2019,306.779,221.0582692,5.6053735
NGTS-6,1,0.882059,0.882059,0.01677,0.01677,2019,308.262,75.795382,-30.3994612
NGTS-8,1,2.4997,2.4997,0.035,0.035,2019,428.976,328.9759206,-14.0684399
NGTS-9,1,4.43527,4.43527,0.058,0.058,2019,609.128,141.9206435,-19.3476477
NSVS 14256825,1,3225.0,3225.0,3.12,3.12,2019,820.877,305.001946,4.6323715
NY Vir,1,3160.0,3160.0,3.3,3.3,2011,544.024,204.7005847,-2.0303873
OGLE-2005-BLG-390L,1,3285.0,3285.0,2.6,2.6,2005,6600.0,268.579958,-30.3773056
OGLE-2007-BLG-349L A,1,2557.0,2557.0,2.59,2.59,2016,2760.0,271.351807,-26.4219437
OGLE-2016-BLG-0007L,1,14200.0,14200.0,10.1,10.1,2025,4300.0,268.3560417,-29.64225
OGLE-2016-BLG-1190L,1,1220.0,1220.0,2.17,2.17,2017,6770.0,269.717926,-27.6135559
OGLE-2018-BLG-0740L,1,5480.0,5480.0,5.0,5.0,2019,3200.0,272.1769583,-29.8358056
OGLE-TR-10,1,3.101278,3.101278,0.0434,0.0434,2004,1344.97,267.8677483,-29.8764758
OGLE-TR-111,1,4.0144463,4.0144463,0.0473,0.0473,2004,1068.33,163.324115,-61.4056976
OGLE-TR-113,1,1.4324752,1.4324752,0.02289,0.02289,2004,566.459,163.1010355,-61.4468591
OGLE-TR-132,1,1.689868,1.689868,0.03035,0.03035,2004,2012.62,162.6440933,-61.9572476
OGLE-TR-182,1,3.9791,3.9791,0.051,0.051,2007,2501.75,167.3279228,-61.0952624
OGLE-TR-211,1,3.67724,3.67724,0.051,0.051,2007,1515.26,160.0598236,-62.4555353
OGLE-TR-56,1,1.2119189,1.2119189,0.02383,0.02383,2002,282.83913869,269.1479583,-29.5392222
OGLE2-TR-L9,1,2.4855335,2.4855335,0.0308,0.0308,2008,1627.63,166.9798793,-61.1462496
Oph 11,1,7300000.0,7300000.0,243.0,243.0,2006,136.16559197,245.604961,-24.0872219
PDS 70,1,43500.0,43500.0,20.0,20.0,2018,113.064,212.0421402,-41.3980405
PH1,1,138.317,138.317,0.652,0.652,2012,1033.16,298.2150641,39.9550863
PH2,1,282.52542,282.52542,0.833,0.833,2013,343.863,289.7636212,51.962683
POTS-1,1,3.1606296,3.1606296,0.03734,0.03734,2013,747.959,203.6087259,-66.5811639
PSR B0329+54,1,10140.0,10140.0,10.26,10.26,2017,504.93312058,53.2472749,54.5791636
PSR J2322-2650,1,0.322963997,0.322963997,0.0102,0.0102,2017,230.0,350.6443481,-26.8495331
PZ Tel,1,44000.0,44000.0,27.0,27.0,2023,47.0648,283.2745823,-50.1808952
Pr0201,1,4.4264,4.4264,0.06,0.06,2012,180.64,130.4324005,20.2268164
Qatar-1,1,1.4200242,1.4200242,0.02332,0.02332,2010,185.615,303.3818697,65.1623313
Qatar-10,1,1.645321,1.645321,0.0286,0.0286,2019,559.068,284.4439052,69.5708373
Qatar-2,1,1.33711647,1.33711647,0.02153,0.02153,2011,181.374,207.6554928,-6.8040714
Qatar-3,1,2.5079204,2.5079204,0.03783,0.03783,2017,735.601,359.1519716,36.2129562
Qatar-4,1,1.8053564,1.8053564,0.02803,0.02803,2017,329.036,4.859275,44.0275965
Qatar-5,1,2.8792319,2.8792319,0.04127,0.04127,2017,367.658,7.0539375,42.0613451
Qatar-6,1,3.506195,3.506195,0.0423,0.0423,2017,100.848,222.2100773,22.1526136
Qatar-7,1,2.032046,2.032046,0.0352,0.0352,2019,705.981,358.5151344,37.0218242
Qatar-8,1,3.71495,3.71495,0.0474,0.0474,2019,281.498,157.4123405,70.5270835
Qatar-9,1,1.540731,1.540731,0.0234,0.0234,2019,213.771,160.748095,60.9641194
RR Cae,1,4343.5,4343.5,5.3,5.3,2012,21.1916,65.2733756,-48.6542601
Ross 128,1,9.8658,9.8658,0.0496,0.0496,2017,3.37454,176.9376036,0.7992898
Ross 508,1,10.77,10.77,0.05366,0.05366,2022,11.2103,230.9613022,17.4605347
SPECULOOS-3,1,0.71912603,0.71912603,0.00733,0.00733,2024,,312.3632611,33.6123832
SWEEPS-11,1,1.796,1.796,0.03,0.03,2006,8500.0,269.7583333,-29.1981944
SWEEPS-4,1,4.2,4.2,0.055,0.055,2006,8500.0,269.7246667,-29.1890556
TAP 26,1,10.79,10.79,0.0968,0.0968,2017,121.402,64.715445,17.3878826
TIC 172900988 Aa,1,200.452,200.452,0.90281,0.90281,2021,250.956,128.6616644,31.5539793
TIC 237913194,1,15.168865,15.168865,0.1207,0.1207,2020,306.063,22.4458116,-60.7399096
TIC 241249530,1,165.7719,165.7719,0.641,0.641,2024,324.448,95.3088995,53.2950203
TIC 257060897,1,3.660028,3.660028,0.051,0.051,2021,505.703,227.5321527,72.7103128
TIC 365102760,1,4.21285367,4.21285367,0.0622,0.0622,2024,555.546,305.8398236,54.3943194
TIC 393818343,1,16.24921,16.24921,0.1291,0.1291,2024,93.7345,310.2917002,3.6382967
TIC 46432937,1,1.44044527,1.44044527,0.02065,0.02065,2024,90.5369,83.8689794,-14.5971909
TIC 4672985,1,69.048,69.048,0.33,0.33,2024,253.385,38.4706782,-10.6573827
TIC 88785435,1,10.508843,10.508843,0.08432,0.08432,2025,122.386,224.2838576,-30.8800273
TOI-1075,1,0.6047328,0.6047328,0.01159,0.01159,2022,61.4592,309.9712091,-65.4496994
TOI-1107,1,4.0782387,4.0782387,0.0561,0.0561,2022,281.314,155.6078632,-82.2188693
TOI-1135,1,8.0277283,8.0277283,0.082337403,0.082337403,2024,114.048,193.3963704,85.1294952
TOI-1173,1,7.06466,7.06466,0.0696,0.0696,2024,132.353,197.6830975,70.7680117
TOI-1174,1,8.953487683,8.953487683,0.07994,0.07994,2024,94.6375,209.2171751,68.6182106
TOI-1180,1,9.686760378,9.686760378,0.080799,0.080799,2024,72.0238,214.5557741,82.1937642
TOI-1181,1,2.103189,2.103189,0.0364,0.0364,2022,302.819,297.2158166,64.3543506
TOI-1184,1,5.748433803,5.748433803,0.056027,0.056027,2024,58.5946,272.2045196,60.6787845
TOI-1194,1,2.3106446,2.3106446,0.034,0.034,2023,149.667,167.8214811,69.9647749
TOI-1199,1,3.671463,3.671463,0.04988,0.04988,2024,248.427,166.8806581,61.3525723
TOI-1201,1,2.4919863,2.4919863,0.0287,0.0287,2021,37.8871,42.2476999,-14.5372835
TOI-122,1,5.07803,5.07803,0.0392,0.0392,2020,62.118,332.9482355,-58.946085
TOI-1221,1,91.68278,91.68278,0.387,0.387,2023,138.411,107.9210254,-65.5088568
TOI-1224,1,4.1782745,4.1782745,0.0355,0.0355,2024,37.3312,37.1978356,-80.8991053
TOI-1227,1,27.36397,27.36397,0.0886,0.0886,2022,100.641,186.7673635,-72.4518501
